"SECONDS";"PID";"VALUE";"UNITS";
"39317.2134221";"Pressão absoluta do coletor de 
admissão";"33";"kPa";
"39317.2706249";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39317.3696876";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39317.3696876";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39317.4427651";"Combustível usado";"0.07043252969696505";"L";
"39317.4427651";"Combustível usado (Hoje)";"0.070424";"L";
"39317.4427651";"Combustível usado (Semana)";"0.070424";"L";
"39317.4427651";"Combustível usado (total)";"0.070424";"L";
"39317.4427651";"Consumo instantâneo de combustível (l/h)";"1.621435091457431";"L/h";
"39317.4427651";"Consumo médio de combustível (l/100km)";"10.259548069725884";"L/100km";
"39317.4427651";"Consumo médio de combustível (l/100km) (Hoje)";"10.258307635610416";"L/100km";
"39317.4427651";"Consumo médio de combustível (l/100km) (Semana)";"10.258307635610416";"L/100km";
"39317.4427651";"Consumo médio de combustível (l/100km) (total)";"10.258307635610416";"L/100km";
"39317.4427651";"Consumo médio de combustível (l/100km) 10 sec";"10.397613705782645";"L/100km";
"39317.4427651";"Potência instantânea do motor (baseado no consumo de combustível)";"6.3433749630136065";"hp";
"39317.4427651";"Preço do combustível usado";"0.0711368549939347";"R$";
"39317.4427651";"Preço do combustível usado (Hoje)";"0.07112824";"R$";
"39317.4427651";"Preço do combustível usado (Semana)";"0.07112824";"R$";
"39317.4427651";"Preço do combustível usado (total)";"0.07112824";"R$";
"39317.4427651";"RPM do motor";"1198";"rpm";
"39317.4427651";"RPM do motor x1000";"1.2";"rpm";
"39317.6951394";"Espaço livre no tanque de combustível";"35.88235294117647";"L";
"39317.6951394";"Nível de combustível (%)";"28.235294117647058";"%";
"39317.6951394";"Nível de combustível (V)";"14.117647058823529";"L";
"39317.7577564";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39317.8260205";"Aceleração";"0";"g";
"39317.8260205";"Consumo instantâneo de combustível (l/100km)";"7.370159506624686";"L/100km";
"39317.8260205";"Distância percorrida";"0.6907384914722221";"km";
"39317.8260205";"Distância percorrida (Hoje)";"0.690738";"km";
"39317.8260205";"Distância percorrida (Semana)";"0.690738";"km";
"39317.8260205";"Distância percorrida (total)";"0.690738";"km";
"39317.8260205";"Velocidade do veículo";"22";"km/h";
"39317.8260205";"Velocidade média";"21.66107756315634";"km/h";
"39317.9263676";"Boost calculado";"-0.68325";"bar";
"39317.9263676";"Pressão absoluta do coletor de 
admissão";"33";"kPa";
"39318.0104232";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39318.1308651";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39318.1308651";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39318.1823506";"Combustível usado";"0.07076815909088617";"L";
"39318.1823506";"Combustível usado (Hoje)";"0.07076";"L";
"39318.1823506";"Combustível usado (Semana)";"0.07076";"L";
"39318.1823506";"Combustível usado (total)";"0.07076";"L";
"39318.1823506";"Consumo instantâneo de combustível (l/h)";"1.6322627047559781";"L/h";
"39318.1823506";"Consumo médio de combustível (l/100km)";"10.245289637769101";"L/100km";
"39318.1823506";"Consumo médio de combustível (l/100km) (Hoje)";"10.24411571391758";"L/100km";
"39318.1823506";"Consumo médio de combustível (l/100km) (Semana)";"10.24411571391758";"L/100km";
"39318.1823506";"Consumo médio de combustível (l/100km) (total)";"10.24411571391758";"L/100km";
"39318.1823506";"Consumo médio de combustível (l/100km) 10 sec";"10.37366145180281";"L/100km";
"39318.1823506";"Potência instantânea do motor (baseado no consumo de combustível)";"6.385734729043747";"hp";
"39318.1823506";"Preço do combustível usado";"0.07147584068179504";"R$";
"39318.1823506";"Preço do combustível usado (Hoje)";"0.0714676";"R$";
"39318.1823506";"Preço do combustível usado (Semana)";"0.0714676";"R$";
"39318.1823506";"Preço do combustível usado (total)";"0.0714676";"R$";
"39318.1823506";"RPM do motor";"1206";"rpm";
"39318.1823506";"RPM do motor x1000";"1.2";"rpm";
"39318.3708829";"Espaço livre no tanque de combustível";"36.27450980392157";"L";
"39318.3708829";"Nível de combustível (%)";"27.45098039215686";"%";
"39318.3708829";"Nível de combustível (V)";"13.72549019607843";"L";
"39318.4226373";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39318.4990311";"Aceleração";"0";"g";
"39318.4990311";"Consumo instantâneo de combustível (l/100km)";"7.419375930708992";"L/100km";
"39318.4990311";"Distância percorrida";"0.694856302361111";"km";
"39318.4990311";"Distância percorrida (Hoje)";"0.694856";"km";
"39318.4990311";"Distância percorrida (Semana)";"0.694856";"km";
"39318.4990311";"Distância percorrida (total)";"0.694856";"km";
"39318.4990311";"Velocidade do veículo";"22";"km/h";
"39318.4990311";"Velocidade média";"21.66305530109504";"km/h";
"39318.6356264";"Boost calculado";"-0.68325";"bar";
"39318.6356264";"Pressão absoluta do coletor de 
admissão";"33";"kPa";
"39318.7712427";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39318.8755503";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39318.8755503";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39318.9378559";"Combustível usado";"0.07110674078256561";"L";
"39318.9378559";"Combustível usado (Hoje)";"0.071099";"L";
"39318.9378559";"Combustível usado (Semana)";"0.071099";"L";
"39318.9378559";"Combustível usado (total)";"0.071099";"L";
"39318.9378559";"Consumo instantâneo de combustível (l/h)";"1.6119609298212023";"L/h";
"39318.9378559";"Consumo médio de combustível (l/100km)";"10.23330155327742";"L/100km";
"39318.9378559";"Consumo médio de combustível (l/100km) (Hoje)";"10.232191993736832";"L/100km";
"39318.9378559";"Consumo médio de combustível (l/100km) (Semana)";"10.232191993736832";"L/100km";
"39318.9378559";"Consumo médio de combustível (l/100km) (total)";"10.232191993736832";"L/100km";
"39318.9378559";"Consumo médio de combustível (l/100km) 10 sec";"10.35139342070374";"L/100km";
"39318.9378559";"Potência instantânea do motor (baseado no consumo de combustível)";"6.306310167737232";"hp";
"39318.9378559";"Preço do combustível usado";"0.07181780819039127";"R$";
"39318.9378559";"Preço do combustível usado (Hoje)";"0.07180998999999999";"R$";
"39318.9378559";"Preço do combustível usado (Semana)";"0.07180998999999999";"R$";
"39318.9378559";"Preço do combustível usado (total)";"0.07180998999999999";"R$";
"39318.9378559";"RPM do motor";"1191";"rpm";
"39318.9378559";"RPM do motor x1000";"1.2";"rpm";
"39319.2908858";"Espaço livre no tanque de combustível";"36.666666666666664";"L";
"39319.2908858";"Nível de combustível (%)";"26.666666666666668";"%";
"39319.2908858";"Nível de combustível (V)";"13.333333333333336";"L";
"39319.3539283";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39319.4366909";"Aceleração";"0";"g";
"39319.4366909";"Consumo instantâneo de combustível (l/100km)";"7.327095135550921";"L/100km";
"39319.4366909";"Distância percorrida";"0.7005900786388888";"km";
"39319.4366909";"Distância percorrida (Hoje)";"0.70059";"km";
"39319.4366909";"Distância percorrida (Semana)";"0.70059";"km";
"39319.4366909";"Distância percorrida (total)";"0.70059";"km";
"39319.4366909";"Velocidade do veículo";"22";"km/h";
"39319.4366909";"Velocidade média";"21.66577103276625";"km/h";
"39319.5357675";"Boost calculado";"-0.68325";"bar";
"39319.5357675";"Pressão absoluta do coletor de 
admissão";"33";"kPa";
"39319.6015664";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39319.715171";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39319.715171";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39319.7682678";"Combustível usado";"0.07148130302100002";"L";
"39319.7682678";"Combustível usado (Hoje)";"0.071474";"L";
"39319.7682678";"Combustível usado (Semana)";"0.071474";"L";
"39319.7682678";"Combustível usado (total)";"0.071474";"L";
"39319.7682678";"Consumo instantâneo de combustível (l/h)";"1.6254954464443856";"L/h";
"39319.7682678";"Consumo médio de combustível (l/100km)";"10.203013887932068";"L/100km";
"39319.7682678";"Consumo médio de combustível (l/100km) (Hoje)";"10.201972623074836";"L/100km";
"39319.7682678";"Consumo médio de combustível (l/100km) (Semana)";"10.201972623074836";"L/100km";
"39319.7682678";"Consumo médio de combustível (l/100km) (total)";"10.201972623074836";"L/100km";
"39319.7682678";"Consumo médio de combustível (l/100km) 10 sec";"10.328151862360578";"L/100km";
"39319.7682678";"Potência instantânea do motor (baseado no consumo de combustível)";"6.359259875274905";"hp";
"39319.7682678";"Preço do combustível usado";"0.07219611605121001";"R$";
"39319.7682678";"Preço do combustível usado (Hoje)";"0.07218874";"R$";
"39319.7682678";"Preço do combustível usado (Semana)";"0.07218874";"R$";
"39319.7682678";"Preço do combustível usado (total)";"0.07218874";"R$";
"39319.7682678";"RPM do motor";"1201";"rpm";
"39319.7682678";"RPM do motor x1000";"1.2";"rpm";
"39320.082238";"Espaço livre no tanque de combustível";"36.666666666666664";"L";
"39320.082238";"Nível de combustível (%)";"26.666666666666668";"%";
"39320.082238";"Nível de combustível (V)";"13.333333333333336";"L";
"39320.145662";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39320.1997988";"Aceleração";"0";"g";
"39320.1997988";"Consumo instantâneo de combustível (l/100km)";"7.388615665656299";"L/100km";
"39320.1997988";"Distância percorrida";"0.7052573053055554";"km";
"39320.1997988";"Distância percorrida (Hoje)";"0.705257";"km";
"39320.1997988";"Distância percorrida (Semana)";"0.705257";"km";
"39320.1997988";"Distância percorrida (total)";"0.705257";"km";
"39320.1997988";"Velocidade do veículo";"22";"km/h";
"39320.1997988";"Velocidade média";"21.667949497434144";"km/h";
"39320.2822124";"Boost calculado";"-0.67325";"bar";
"39320.2822124";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39320.3654721";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39320.6152921";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39320.6152921";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39320.6706591";"Combustível usado";"0.07189747194587288";"L";
"39320.6706591";"Combustível usado (Hoje)";"0.07189";"L";
"39320.6706591";"Combustível usado (Semana)";"0.07189";"L";
"39320.6706591";"Combustível usado (total)";"0.07189";"L";
"39320.6706591";"Consumo instantâneo de combustível (l/h)";"1.6608082307248755";"L/h";
"39320.6706591";"Consumo médio de combustível (l/100km)";"10.194502262507303";"L/100km";
"39320.6706591";"Consumo médio de combustível (l/100km) (Hoje)";"10.193447211442068";"L/100km";
"39320.6706591";"Consumo médio de combustível (l/100km) (Semana)";"10.193447211442068";"L/100km";
"39320.6706591";"Consumo médio de combustível (l/100km) (total)";"10.193447211442068";"L/100km";
"39320.6706591";"Consumo médio de combustível (l/100km) 10 sec";"10.307754163066743";"L/100km";
"39320.6706591";"Potência instantânea do motor (baseado no consumo de combustível)";"6.497410475850482";"hp";
"39320.6706591";"Preço do combustível usado";"0.07261644666533161";"R$";
"39320.6706591";"Preço do combustível usado (Hoje)";"0.07260889999999999";"R$";
"39320.6706591";"Preço do combustível usado (Semana)";"0.07260889999999999";"R$";
"39320.6706591";"Preço do combustível usado (total)";"0.07260889999999999";"R$";
"39320.6706591";"RPM do motor";"1191";"rpm";
"39320.6706591";"RPM do motor x1000";"1.2";"rpm";
"39321.0293522";"Espaço livre no tanque de combustível";"36.86274509803921";"L";
"39321.0293522";"Nível de combustível (%)";"26.274509803921568";"%";
"39321.0293522";"Nível de combustível (V)";"13.137254901960784";"L";
"39321.0830648";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39321.1583766";"Aceleração";"0";"g";
"39321.1583766";"Consumo instantâneo de combustível (l/100km)";"7.549128321476707";"L/100km";
"39321.1583766";"Distância percorrida";"0.7111130116944443";"km";
"39321.1583766";"Distância percorrida (Hoje)";"0.711113";"km";
"39321.1583766";"Distância percorrida (Semana)";"0.711113";"km";
"39321.1583766";"Distância percorrida (total)";"0.711113";"km";
"39321.1583766";"Velocidade do veículo";"22";"km/h";
"39321.1583766";"Velocidade média";"21.670642854439894";"km/h";
"39321.2414684";"Boost calculado";"-0.67325";"bar";
"39321.2414684";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39321.330805";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39321.4465722";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39321.4465722";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39321.5003647";"Combustível usado";"0.07228299135076341";"L";
"39321.5003647";"Combustível usado (Hoje)";"0.072276";"L";
"39321.5003647";"Combustível usado (Semana)";"0.072276";"L";
"39321.5003647";"Combustível usado (total)";"0.072276";"L";
"39321.5003647";"Consumo instantâneo de combustível (l/h)";"1.6719639535173167";"L/h";
"39321.5003647";"Consumo médio de combustível (l/100km)";"10.164768491372007";"L/100km";
"39321.5003647";"Consumo médio de combustível (l/100km) (Hoje)";"10.16378550244476";"L/100km";
"39321.5003647";"Consumo médio de combustível (l/100km) (Semana)";"10.16378550244476";"L/100km";
"39321.5003647";"Consumo médio de combustível (l/100km) (total)";"10.16378550244476";"L/100km";
"39321.5003647";"Consumo médio de combustível (l/100km) 10 sec";"10.286945250128639";"L/100km";
"39321.5003647";"Potência instantânea do motor (baseado no consumo de combustível)";"6.5410538711542605";"hp";
"39321.5003647";"Preço do combustível usado";"0.07300582126427105";"R$";
"39321.5003647";"Preço do combustível usado (Hoje)";"0.07299876000000001";"R$";
"39321.5003647";"Preço do combustível usado (Semana)";"0.07299876000000001";"R$";
"39321.5003647";"Preço do combustível usado (total)";"0.07299876000000001";"R$";
"39321.5003647";"RPM do motor";"1199";"rpm";
"39321.5003647";"RPM do motor x1000";"1.2";"rpm";
"39321.8389193";"Espaço livre no tanque de combustível";"38.627450980392155";"L";
"39321.8389193";"Nível de combustível (%)";"22.745098039215687";"%";
"39321.8389193";"Nível de combustível (V)";"11.372549019607844";"L";
"39321.8949898";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39321.9781479";"Aceleração";"0";"g";
"39321.9781479";"Consumo instantâneo de combustível (l/100km)";"7.599836152351441";"L/100km";
"39321.9781479";"Distância percorrida";"0.7161175331944443";"km";
"39321.9781479";"Distância percorrida (Hoje)";"0.716118";"km";
"39321.9781479";"Distância percorrida (Semana)";"0.716118";"km";
"39321.9781479";"Distância percorrida (total)";"0.716118";"km";
"39321.9781479";"Velocidade do veículo";"22";"km/h";
"39321.9781479";"Velocidade média";"21.672910315802874";"km/h";
"39322.0790263";"Boost calculado";"-0.67325";"bar";
"39322.0790263";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39322.1349726";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39322.2290526";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39322.2290526";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39322.3566893";"Combustível usado";"0.07268507079332319";"L";
"39322.3566893";"Combustível usado (Hoje)";"0.072678";"L";
"39322.3566893";"Combustível usado (Semana)";"0.072678";"L";
"39322.3566893";"Combustível usado (total)";"0.072678";"L";
"39322.3566893";"Consumo instantâneo de combustível (l/h)";"1.6914864684040913";"L/h";
"39322.3566893";"Consumo médio de combustível (l/100km)";"10.149880071933294";"L/100km";
"39322.3566893";"Consumo médio de combustível (l/100km) (Hoje)";"10.148886077434165";"L/100km";
"39322.3566893";"Consumo médio de combustível (l/100km) (Semana)";"10.148886077434165";"L/100km";
"39322.3566893";"Consumo médio de combustível (l/100km) (total)";"10.148886077434165";"L/100km";
"39322.3566893";"Consumo médio de combustível (l/100km) 10 sec";"10.26688895013708";"L/100km";
"39322.3566893";"Potência instantânea do motor (baseado no consumo de combustível)";"6.617429812935878";"hp";
"39322.3566893";"Preço do combustível usado";"0.07341192150125642";"R$";
"39322.3566893";"Preço do combustível usado (Hoje)";"0.07340478";"R$";
"39322.3566893";"Preço do combustível usado (Semana)";"0.07340478";"R$";
"39322.3566893";"Preço do combustível usado (total)";"0.07340478";"R$";
"39322.3566893";"RPM do motor";"1213";"rpm";
"39322.3566893";"RPM do motor x1000";"1.2";"rpm";
"39322.5306899";"Espaço livre no tanque de combustível";"38.23529411764706";"L";
"39322.5306899";"Nível de combustível (%)";"23.529411764705884";"%";
"39322.5306899";"Nível de combustível (V)";"11.764705882352942";"L";
"39322.5938941";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39322.6501735";"Aceleração";"0.00881456472193066";"g";
"39322.6501735";"Consumo instantâneo de combustível (l/100km)";"7.3542889930612665";"L/100km";
"39322.6501735";"Distância percorrida";"0.7204011049444443";"km";
"39322.6501735";"Distância percorrida (Hoje)";"0.720402";"km";
"39322.6501735";"Distância percorrida (Semana)";"0.720402";"km";
"39322.6501735";"Distância percorrida (total)";"0.720402";"km";
"39322.6501735";"Velocidade do veículo";"23";"km/h";
"39322.6501735";"Velocidade média";"21.680348558986196";"km/h";
"39322.7521577";"Boost calculado";"-0.67325";"bar";
"39322.7521577";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39322.8065074";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39322.9170893";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39322.9170893";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39322.9781482";"Combustível usado";"0.07297846879327954";"L";
"39322.9781482";"Combustível usado (Hoje)";"0.072971";"L";
"39322.9781482";"Combustível usado (Semana)";"0.072971";"L";
"39322.9781482";"Combustível usado (total)";"0.072971";"L";
"39322.9781482";"Consumo instantâneo de combustível (l/h)";"1.6984587951493675";"L/h";
"39322.9781482";"Consumo médio de combustível (l/100km)";"10.1302549777332";"L/100km";
"39322.9781482";"Consumo médio de combustível (l/100km) (Hoje)";"10.129205637963247";"L/100km";
"39322.9781482";"Consumo médio de combustível (l/100km) (Semana)";"10.129205637963247";"L/100km";
"39322.9781482";"Consumo médio de combustível (l/100km) (total)";"10.129205637963247";"L/100km";
"39322.9781482";"Consumo médio de combustível (l/100km) 10 sec";"10.247026991497876";"L/100km";
"39322.9781482";"Potência instantânea do motor (baseado no consumo de combustível)";"6.644706935000741";"hp";
"39322.9781482";"Preço do combustível usado";"0.07370825348121234";"R$";
"39322.9781482";"Preço do combustível usado (Hoje)";"0.07370070999999999";"R$";
"39322.9781482";"Preço do combustível usado (Semana)";"0.07370070999999999";"R$";
"39322.9781482";"Preço do combustível usado (total)";"0.07370070999999999";"R$";
"39322.9781482";"RPM do motor";"1218";"rpm";
"39322.9781482";"RPM do motor x1000";"1.2";"rpm";
"39323.1835703";"Espaço livre no tanque de combustível";"36.666666666666664";"L";
"39323.1835703";"Nível de combustível (%)";"26.666666666666668";"%";
"39323.1835703";"Nível de combustível (V)";"13.333333333333336";"L";
"39323.2467155";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39323.2990083";"Aceleração";"0.009139572642797463";"g";
"39323.2990083";"Consumo instantâneo de combustível (l/100km)";"7.3846034571711625";"L/100km";
"39323.2990083";"Distância percorrida";"0.7246279810555554";"km";
"39323.2990083";"Distância percorrida (Hoje)";"0.724629";"km";
"39323.2990083";"Distância percorrida (Semana)";"0.724629";"km";
"39323.2990083";"Distância percorrida (total)";"0.724629";"km";
"39323.2990083";"Velocidade do veículo";"23";"km/h";
"39323.2990083";"Velocidade média";"21.687607068583635";"km/h";
"39323.4542414";"Boost calculado";"-0.67325";"bar";
"39323.4542414";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39323.5102723";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39323.6182615";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39323.6182615";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39323.6786947";"Combustível usado";"0.07330820677683923";"L";
"39323.6786947";"Combustível usado (Hoje)";"0.073301";"L";
"39323.6786947";"Combustível usado (Semana)";"0.073301";"L";
"39323.6786947";"Combustível usado (total)";"0.073301";"L";
"39323.6786947";"Consumo instantâneo de combustível (l/h)";"1.6956698644512573";"L/h";
"39323.6786947";"Consumo médio de combustível (l/100km)";"10.116667958371163";"L/100km";
"39323.6786947";"Consumo médio de combustível (l/100km) (Hoje)";"10.115659185597044";"L/100km";
"39323.6786947";"Consumo médio de combustível (l/100km) (Semana)";"10.115659185597044";"L/100km";
"39323.6786947";"Consumo médio de combustível (l/100km) (total)";"10.115659185597044";"L/100km";
"39323.6786947";"Consumo médio de combustível (l/100km) 10 sec";"10.227955504832298";"L/100km";
"39323.6786947";"Potência instantânea do motor (baseado no consumo de combustível)";"6.633796086174798";"hp";
"39323.6786947";"Preço do combustível usado";"0.07404128884460763";"R$";
"39323.6786947";"Preço do combustível usado (Hoje)";"0.07403401000000001";"R$";
"39323.6786947";"Preço do combustível usado (Semana)";"0.07403401000000001";"R$";
"39323.6786947";"Preço do combustível usado (total)";"0.07403401000000001";"R$";
"39323.6786947";"RPM do motor";"1216";"rpm";
"39323.6786947";"RPM do motor x1000";"1.2";"rpm";
"39323.8912127";"Espaço livre no tanque de combustível";"36.666666666666664";"L";
"39323.8912127";"Nível de combustível (%)";"26.666666666666668";"%";
"39323.8912127";"Nível de combustível (V)";"13.333333333333336";"L";
"39323.9753545";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39324.0343232";"Aceleração";"0.009849087726628169";"g";
"39324.0343232";"Consumo instantâneo de combustível (l/100km)";"7.372477671527205";"L/100km";
"39324.0343232";"Distância percorrida";"0.7292462206944442";"km";
"39324.0343232";"Distância percorrida (Hoje)";"0.729247";"km";
"39324.0343232";"Distância percorrida (Semana)";"0.729247";"km";
"39324.0343232";"Distância percorrida (total)";"0.729247";"km";
"39324.0343232";"Velocidade do veículo";"23";"km/h";
"39324.0343232";"Velocidade média";"21.695446903622873";"km/h";
"39324.2206958";"Boost calculado";"-0.67325";"bar";
"39324.2206958";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39324.3352555";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39324.4374624";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39324.4374624";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39324.4943349";"Combustível usado";"0.07369754419578277";"L";
"39324.4943349";"Combustível usado (Hoje)";"0.07369";"L";
"39324.4943349";"Combustível usado (Semana)";"0.07369";"L";
"39324.4943349";"Combustível usado (total)";"0.07369";"L";
"39324.4943349";"Consumo instantâneo de combustível (l/h)";"1.7179813100361425";"L/h";
"39324.4943349";"Consumo médio de combustível (l/100km)";"10.105989185052247";"L/100km";
"39324.4943349";"Consumo médio de combustível (l/100km) (Hoje)";"10.10494386675571";"L/100km";
"39324.4943349";"Consumo médio de combustível (l/100km) (Semana)";"10.10494386675571";"L/100km";
"39324.4943349";"Consumo médio de combustível (l/100km) (total)";"10.10494386675571";"L/100km";
"39324.4943349";"Consumo médio de combustível (l/100km) 10 sec";"10.20981203439997";"L/100km";
"39324.4943349";"Potência instantânea do motor (baseado no consumo de combustível)";"6.721082876782361";"hp";
"39324.4943349";"Preço do combustível usado";"0.0744345196377406";"R$";
"39324.4943349";"Preço do combustível usado (Hoje)";"0.0744269";"R$";
"39324.4943349";"Preço do combustível usado (Semana)";"0.0744269";"R$";
"39324.4943349";"Preço do combustível usado (total)";"0.0744269";"R$";
"39324.4943349";"RPM do motor";"1232";"rpm";
"39324.4943349";"RPM do motor x1000";"1.2";"rpm";
"39324.671348";"Espaço livre no tanque de combustível";"36.86274509803921";"L";
"39324.671348";"Nível de combustível (%)";"26.274509803921568";"%";
"39324.671348";"Nível de combustível (V)";"13.137254901960784";"L";
"39324.7538934";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39324.814419";"Aceleração";"0.009986862807472111";"g";
"39324.814419";"Consumo instantâneo de combustível (l/100km)";"7.46948395667888";"L/100km";
"39324.814419";"Distância percorrida";"0.7343070486944442";"km";
"39324.814419";"Distância percorrida (Hoje)";"0.734308";"km";
"39324.814419";"Distância percorrida (Semana)";"0.734308";"km";
"39324.814419";"Distância percorrida (total)";"0.734308";"km";
"39324.814419";"Velocidade do veículo";"23";"km/h";
"39324.814419";"Velocidade média";"21.70393120737266";"km/h";
"39325.0546455";"Espaço livre no tanque de combustível";"37.450980392156865";"L";
"39325.0546455";"Nível de combustível (%)";"25.098039215686274";"%";
"39325.0546455";"Nível de combustível (V)";"12.549019607843139";"L";
"39325.1833185";"Boost calculado";"-0.65325";"bar";
"39325.1833185";"Pressão absoluta do coletor de 
admissão";"36";"kPa";
"39325.2752403";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39325.4515497";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39325.4515497";"Posição da borboleta de admissão";"14.509803921568627";"%";
"39325.5500274";"Combustível usado";"0.07424084903033257";"L";
"39325.5500274";"Combustível usado (Hoje)";"0.074233";"L";
"39325.5500274";"Combustível usado (Semana)";"0.074233";"L";
"39325.5500274";"Combustível usado (total)";"0.074233";"L";
"39325.5500274";"Consumo instantâneo de combustível (l/h)";"1.852998366774086";"L/h";
"39325.5500274";"Consumo médio de combustível (l/100km)";"10.11032771132029";"L/100km";
"39325.5500274";"Consumo médio de combustível (l/100km) (Hoje)";"10.109245711608752";"L/100km";
"39325.5500274";"Consumo médio de combustível (l/100km) (Semana)";"10.109245711608752";"L/100km";
"39325.5500274";"Consumo médio de combustível (l/100km) (total)";"10.109245711608752";"L/100km";
"39325.5500274";"Consumo médio de combustível (l/100km) 10 sec";"10.19266579366794";"L/100km";
"39325.5500274";"Potência instantânea do motor (baseado no consumo de combustível)";"7.249296322885481";"hp";
"39325.5500274";"Preço do combustível usado";"0.0749832575206359";"R$";
"39325.5500274";"Preço do combustível usado (Hoje)";"0.07497532999999999";"R$";
"39325.5500274";"Preço do combustível usado (Semana)";"0.07497532999999999";"R$";
"39325.5500274";"Preço do combustível usado (total)";"0.07497532999999999";"R$";
"39325.5500274";"RPM do motor";"1255";"rpm";
"39325.5500274";"RPM do motor x1000";"1.3";"rpm";
"39325.8348063";"Aceleração";"0";"g";
"39325.8348063";"Consumo instantâneo de combustível (l/100km)";"8.0565146381482";"L/100km";
"39325.8348063";"Distância percorrida";"0.7407482440555553";"km";
"39325.8348063";"Distância percorrida (Hoje)";"0.740749";"km";
"39325.8348063";"Distância percorrida (Semana)";"0.740749";"km";
"39325.8348063";"Distância percorrida (total)";"0.740749";"km";
"39325.8348063";"Velocidade do veículo";"23";"km/h";
"39325.8348063";"Velocidade média";"21.714571346802696";"km/h";
"39326.0108545";"Espaço livre no tanque de combustível";"38.03921568627451";"L";
"39326.0108545";"Nível de combustível (%)";"23.92156862745098";"%";
"39326.0108545";"Nível de combustível (V)";"11.96078431372549";"L";
"39326.1354746";"Boost calculado";"-0.58325";"bar";
"39326.1354746";"Pressão absoluta do coletor de 
admissão";"43";"kPa";
"39326.2021578";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39326.3149226";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39326.3149226";"Posição da borboleta de admissão";"14.509803921568627";"%";
"39326.4068387";"Combustível usado";"0.07475000619545401";"L";
"39326.4068387";"Combustível usado (Hoje)";"0.074742";"L";
"39326.4068387";"Combustível usado (Semana)";"0.074742";"L";
"39326.4068387";"Combustível usado (total)";"0.074742";"L";
"39326.4068387";"Consumo instantâneo de combustível (l/h)";"2.1357057094516816";"L/h";
"39326.4068387";"Consumo médio de combustível (l/100km)";"10.091148618348644";"L/100km";
